Order Number	Order Date	Order Type	Order Channel	Customer Number	Order Status	Grand Total	Points Issued	Points Redeemed	Store Number	Store Address	Store City	Store State	Product SKU	Product Name	Product Description	Model	Unit Price	Quantity	Original Quantity	Line Total	Line Status	Product URL	Out of Stock	BOPIS Eligible	Delivery In Stock
POS.542.20250824.2.50163	2025-08-24T14:28:32	Sales	Sales	2148568054	Purchased at store	0	0	0	542	25 W Central Ave	BERGENFIELD	NJ	24535465	BATTERIES RECYCLIN	BATTERIES RECYCLIN		0.01	1	1	0	Purchased at store		False	False	True
POS.542.20250824.2.50162	2025-08-24T14:28:04	Sales	Sales	2148568054	Purchased at store	0	1000	0	542	25 W Central Ave	BERGENFIELD	NJ	690806	COMPUTER RECYCLING	COMPUTER RECYCLING		0.01	1	1	0	Purchased at store		True	False	False
POS.542.20250810.4.12277	2025-08-10T12:29:54	Sales	Sales	2148568054	Purchased at store	60.95	180	2400	542	25 W Central Ave	BERGENFIELD	NJ	2091512	KCUP DUNKIN ORIG 4	Dunkin' Original Blend Coffee Keurig® K-Cup® Pods, Medium Roast, 44/Box (006933)	5000380570	38.89	4	4	0	Purchased at store	dunkin-original-blend-coffee-keurig-k-cup-pods-medium-roast-44-box-006933/product_2091512	False	True	True
POS.542.20250810.4.12277	2025-08-10T12:29:54	Sales	Sales	2148568054	Purchased at store	60.95	180	2400	542	25 W Central Ave	BERGENFIELD	NJ	24645505	POST-IT SS 3X3 APP	"Post-it Super Sticky Notes, 3"" x 3"", Assorted Bright Colors, 70 Sheets/Pad, 8 Pads/Pack (654-8SSAP)"	654-8SSAP	4	1	1	0	Purchased at store	post-it-super-sticky-notes-3-x-3-assorted-bright-colors-70-sheets-pad-8-pads-pack-654-8ssap/product_24645505	False	False	True
POS.542.20250726.4.9732	2025-07-26T15:18:43	Sales	Sales	2148568054	Purchased at store	200.7	8600	3200	542	25 W Central Ave	BERGENFIELD	NJ	1635472	KCUP GM DK MAGIC B	Green Mountain Dark Magic Coffee Keurig® K-Cup® Pods, Dark Roast, 48/Box (81911/15171)	5000356566	38.99	3	3	0	Purchased at store	green-mountain-dark-magic-coffee-keurig-k-cup-pods-dark-roast-48-box-81911-15171/product_1635472	False	True	True
POS.542.20250726.4.9732	2025-07-26T15:18:43	Sales	Sales	2148568054	Purchased at store	200.7	8600	3200	542	25 W Central Ave	BERGENFIELD	NJ	2091512	KCUP DUNKIN ORIG 4	Dunkin' Original Blend Coffee Keurig® K-Cup® Pods, Medium Roast, 44/Box (006933)	5000380570	38.99	10	10	0	Purchased at store	dunkin-original-blend-coffee-keurig-k-cup-pods-medium-roast-44-box-006933/product_2091512	False	True	True
POS.522.20250711.3.65311	2025-07-11T09:38:38	Sales	Sales	2148568054	Purchased at store	50.97	2550	0	522	466 Hackensack Ave	HACKENSACK	NJ	2091512	KCUP DUNKIN ORIG 4	Dunkin' Original Blend Coffee Keurig® K-Cup® Pods, Medium Roast, 44/Box (006933)	5000380570	38.99	3	3	0	Purchased at store	dunkin-original-blend-coffee-keurig-k-cup-pods-medium-roast-44-box-006933/product_2091512	False	True	True
POS.522.20250711.3.65310	2025-07-11T09:33:27	Sales	Sales	2148568054	Purchased at store	0	2400	0	522	466 Hackensack Ave	HACKENSACK	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	20	20	0	Purchased at store		True	False	False
POS.522.20250711.3.65309	2025-07-11T09:32:43	Sales	Sales	2148568054	Purchased at store	0	2400	0	522	466 Hackensack Ave	HACKENSACK	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	20	20	0	Purchased at store		True	False	False
POS.522.20250711.3.65308	2025-07-11T09:31:56	Sales	Sales	2148568054	Purchased at store	0	8600	0	522	466 Hackensack Ave	HACKENSACK	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	20	20	0	Purchased at store		True	False	False
POS.522.20250711.3.65307	2025-07-11T09:29:59	Sales	Sales	2148568054	Purchased at store	0	1000	0	522	466 Hackensack Ave	HACKENSACK	NJ	24535465	BATTERIES RECYCLIN	BATTERIES RECYCLIN		0.01	1	1	0	Purchased at store		False	False	True
POS.522.20250711.3.65307	2025-07-11T09:29:59	Sales	Sales	2148568054	Purchased at store	0	1000	0	522	466 Hackensack Ave	HACKENSACK	NJ	690307	OTHER TECHNOLOGY R	OTHER TECHNOLOGY R		0.01	1	1	0	Purchased at store		True	False	False
POS.542.20250705.4.6102	2025-07-05T17:53:38	Sales	Sales	2148568054	Purchased at store	50.97	2550	0	542	25 W Central Ave	BERGENFIELD	NJ	2091512	KCUP DUNKIN ORIG 4	Dunkin' Original Blend Coffee Keurig® K-Cup® Pods, Medium Roast, 44/Box (006933)	5000380570	38.99	3	3	0	Purchased at store	dunkin-original-blend-coffee-keurig-k-cup-pods-medium-roast-44-box-006933/product_2091512	False	True	True
POS.542.20250601.4.440	2025-06-01T17:33:18	Sales	Sales	2148568054	Purchased at store	0.75	0	13000	542	25 W Central Ave	BERGENFIELD	NJ	2091512	KCUP DUNKIN ORIG 4	Dunkin' Original Blend Coffee Keurig® K-Cup® Pods, Medium Roast, 44/Box (006933)	5000380570	38.99	5	5	0	Purchased at store	dunkin-original-blend-coffee-keurig-k-cup-pods-medium-roast-44-box-006933/product_2091512	False	True	True
POS.542.20250601.4.440	2025-06-01T17:33:18	Sales	Sales	2148568054	Purchased at store	0.75	0	13000	542	25 W Central Ave	BERGENFIELD	NJ	24418185	TR PLSTC STPLR CMB	TRU RED™ Desktop Stapler Kit, 20-Sheet Capacity, Black (TR58081)	TR58081	2.16	1	1	0	Purchased at store	tru-red-desktop-stapler-kit-20-sheet-capacity-black-tr58081/product_24418185	False	True	True
POS.542.20250601.4.423	2025-06-01T16:37:59	Sales	Sales	2148568054	Purchased at store	0	800	0	542	25 W Central Ave	BERGENFIELD	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.542.20250601.4.422	2025-06-01T16:37:43	Sales	Sales	2148568054	Purchased at store	0	4000	0	542	25 W Central Ave	BERGENFIELD	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.542.20250601.4.421	2025-06-01T16:37:27	Sales	Sales	2148568054	Purchased at store	0	4600	0	542	25 W Central Ave	BERGENFIELD	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.542.20250601.4.420	2025-06-01T16:37:12	Sales	Sales	2148568054	Purchased at store	0	4600	0	542	25 W Central Ave	BERGENFIELD	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.542.20250601.4.412	2025-06-01T16:33:10	Sales	Sales	2148568054	Purchased at store	0	0	0	542	25 W Central Ave	BERGENFIELD	NJ	690307	OTHER TECHNOLOGY R	OTHER TECHNOLOGY R		0.01	1	1	0	Purchased at store		True	False	False
POS.542.20250601.4.411	2025-06-01T16:32:52	Sales	Sales	2148568054	Purchased at store	0	1000	0	542	25 W Central Ave	BERGENFIELD	NJ	24535465	BATTERIES RECYCLIN	BATTERIES RECYCLIN		0.01	1	1	0	Purchased at store		False	False	True
POS.542.20250528.2.44533	2025-05-28T19:38:22	Sales	Sales	2148568054	Purchased at store	0	3200	0	542	25 W Central Ave	BERGENFIELD	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.542.20250528.2.44532	2025-05-28T19:37:59	Sales	Sales	2148568054	Purchased at store	0	4600	0	542	25 W Central Ave	BERGENFIELD	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.542.20250528.2.44531	2025-05-28T19:37:42	Sales	Sales	2148568054	Purchased at store	0	4600	0	542	25 W Central Ave	BERGENFIELD	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.542.20250528.2.44530	2025-05-28T19:37:23	Sales	Sales	2148568054	Purchased at store	0	4600	0	542	25 W Central Ave	BERGENFIELD	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.542.20250528.2.44529	2025-05-28T19:36:50	Sales	Sales	2148568054	Purchased at store	0	1000	0	542	25 W Central Ave	BERGENFIELD	NJ	24535465	BATTERIES RECYCLIN	BATTERIES RECYCLIN		0.01	1	1	0	Purchased at store		False	False	True
POS.542.20250528.2.44528	2025-05-28T19:36:24	Sales	Sales	2148568054	Purchased at store	0	1000	0	542	25 W Central Ave	BERGENFIELD	NJ	690307	OTHER TECHNOLOGY R	OTHER TECHNOLOGY R		0.01	1	1	0	Purchased at store		True	False	False
POS.542.20250427.4.94530	2025-04-27T16:51:29	Sales	Sales	2148568054	Purchased at store	65.02	4860	0	542	25 W Central Ave	BERGENFIELD	NJ	24429055	STAPLES 5/16 BBL R	"Staples 5/16"" Bubble Roll, 12"" x 125', Clear (ST59158)"	ST59158	32.99	1	1	0	Purchased at store	staples-5-16-bubble-roll-12-x-125-clear-st59158/product_24429055	False	True	False
POS.542.20250427.4.94530	2025-04-27T16:51:29	Sales	Sales	2148568054	Purchased at store	65.02	4860	0	542	25 W Central Ave	BERGENFIELD	NJ	24429055	STAPLES 5/16 BBL R	"Staples 5/16"" Bubble Roll, 12"" x 125', Clear (ST59158)"	ST59158	32.99	1	1	0	Purchased at store	staples-5-16-bubble-roll-12-x-125-clear-st59158/product_24429055	False	True	False
POS.542.20250427.4.94530	2025-04-27T16:51:29	Sales	Sales	2148568054	Purchased at store	65.02	4860	0	542	25 W Central Ave	BERGENFIELD	NJ	24429055	STAPLES 5/16 BBL R	"Staples 5/16"" Bubble Roll, 12"" x 125', Clear (ST59158)"	ST59158	32.99	1	1	0	Purchased at store	staples-5-16-bubble-roll-12-x-125-clear-st59158/product_24429055	False	True	False
POS.522.20250426.2.4382	2025-04-26T16:39:09	Sales	Sales	2148568054	Purchased at store	0	0	0	522	466 Hackensack Ave	HACKENSACK	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	20	20	0	Purchased at store		True	False	False
POS.522.20250426.2.4381	2025-04-26T16:38:52	Sales	Sales	2148568054	Purchased at store	0	9000	0	522	466 Hackensack Ave	HACKENSACK	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	20	20	0	Purchased at store		True	False	False
POS.522.20250426.2.4380	2025-04-26T16:38:35	Sales	Sales	2148568054	Purchased at store	0	9000	0	522	466 Hackensack Ave	HACKENSACK	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	20	20	0	Purchased at store		True	False	False
POS.522.20250426.2.4379	2025-04-26T16:38:13	Sales	Sales	2148568054	Purchased at store	0	0	0	522	466 Hackensack Ave	HACKENSACK	NJ	24535465	BATTERIES RECYCLIN	BATTERIES RECYCLIN		0.01	1	1	0	Purchased at store		False	False	True
POS.522.20250426.2.4378	2025-04-26T16:37:51	Sales	Sales	2148568054	Purchased at store	0	1000	0	522	466 Hackensack Ave	HACKENSACK	NJ	690307	OTHER TECHNOLOGY R	OTHER TECHNOLOGY R		0.01	1	1	0	Purchased at store		True	False	False
POS.39.20250317.2.37941	2025-03-17T21:07:56	Sales	Sales	2148568054	Purchased at store	12.57	0	0	39	501 Route 17 SOUTH, STE 1	PARAMUS	NJ	487264	BROTHER 12MM BK/SL	"Brother P-touch M-931 Label Maker Tape, 1/2"" x 26-2/10', Black on Silver (M-931)"	M931	16.99	1	1	0	Purchased at store	brother-p-touch-m-931-label-maker-tape-1-2-x-26-2-10-black-on-silver-m-931/product_487264	False	True	True
POS.522.20250317.3.59210	2025-03-17T20:36:13	Sales	Sales	2148568054	Purchased at store	10.97	0	0	522	466 Hackensack Ave	HACKENSACK	NJ	517212	DYMO BLACK ON CLEA	"DYMO LetraTag 16952 Label Maker Tape, 1/2"" x 13', Black on Clear (16952)"	16952	12.49	1	1	0	Purchased at store	dymo-letratag-16952-plastic-label-maker-tape-1-2-x-13-black-on-clear-16952/product_517212	False	True	True
POS.542.20250313.4.86873	2025-03-13T20:18:21	Sales	Sales	2148568054	Purchased at store	0	8000	0	542	25 W Central Ave	BERGENFIELD	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	20	20	0	Purchased at store		True	False	False
POS.542.20250313.4.86872	2025-03-13T20:18:03	Sales	Sales	2148568054	Purchased at store	0	8000	0	542	25 W Central Ave	BERGENFIELD	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	20	20	0	Purchased at store		True	False	False
POS.542.20250313.4.86871	2025-03-13T20:17:43	Sales	Sales	2148568054	Purchased at store	0	4000	0	542	25 W Central Ave	BERGENFIELD	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.542.20250313.4.86870	2025-03-13T20:17:27	Sales	Sales	2148568054	Purchased at store	0	5000	0	542	25 W Central Ave	BERGENFIELD	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.542.20250313.4.86869	2025-03-13T20:17:07	Sales	Sales	2148568054	Purchased at store	0	1000	0	542	25 W Central Ave	BERGENFIELD	NJ	24535465	BATTERIES RECYCLIN	BATTERIES RECYCLIN		0.01	1	1	0	Purchased at store		False	False	True
POS.542.20250313.4.86868	2025-03-13T20:16:42	Sales	Sales	2148568054	Purchased at store	0	1000	0	542	25 W Central Ave	BERGENFIELD	NJ	690307	OTHER TECHNOLOGY R	OTHER TECHNOLOGY R		0.01	1	1	0	Purchased at store		True	False	False
POS.522.20250216.2.94928	2025-02-16T13:01:14	Sales	Sales	2148568054	Purchased at store	100.82	7082	0	522	466 Hackensack Ave	HACKENSACK	NJ	2847075	BOUNTY SAS DOUBLE	Bounty Select-A-Size Double Roll Paper Towels, 2-ply, 82 Sheets/Roll, 12 Rolls/Pack (66541/06130)	57053/61305	25.99	1	1	0	Purchased at store	bounty-select-a-size-paper-towels-2-ply-90-sheets-roll-12-rolls-pack-66541-06130/product_2847075	False	True	True
POS.522.20250216.2.94928	2025-02-16T13:01:14	Sales	Sales	2148568054	Purchased at store	100.82	7082	0	522	466 Hackensack Ave	HACKENSACK	NJ	2847075	BOUNTY SAS DOUBLE	Bounty Select-A-Size Double Roll Paper Towels, 2-ply, 82 Sheets/Roll, 12 Rolls/Pack (66541/06130)	57053/61305	25.99	1	1	0	Purchased at store	bounty-select-a-size-paper-towels-2-ply-90-sheets-roll-12-rolls-pack-66541-06130/product_2847075	False	True	True
POS.522.20250216.2.94928	2025-02-16T13:01:14	Sales	Sales	2148568054	Purchased at store	100.82	7082	0	522	466 Hackensack Ave	HACKENSACK	NJ	2091512	KCUP DUNKIN ORIG 4	Dunkin' Original Blend Coffee Keurig® K-Cup® Pods, Medium Roast, 44/Box (006933)	5000380570	29.24	1	1	0	Purchased at store	dunkin-original-blend-coffee-keurig-k-cup-pods-medium-roast-44-box-006933/product_2091512	False	True	True
POS.522.20250216.2.94928	2025-02-16T13:01:14	Sales	Sales	2148568054	Purchased at store	100.82	7082	0	522	466 Hackensack Ave	HACKENSACK	NJ	2091512	KCUP DUNKIN ORIG 4	Dunkin' Original Blend Coffee Keurig® K-Cup® Pods, Medium Roast, 44/Box (006933)	5000380570	29.24	1	1	0	Purchased at store	dunkin-original-blend-coffee-keurig-k-cup-pods-medium-roast-44-box-006933/product_2091512	False	True	True
POS.522.20250216.2.94928	2025-02-16T13:01:14	Sales	Sales	2148568054	Purchased at store	100.82	7082	0	522	466 Hackensack Ave	HACKENSACK	NJ	24612191	SOUR PATCH KIDS BU	SOUR PATCH KIDS BU		3.69	1	1	0	Purchased at store		True	False	False
POS.522.20250216.2.94928	2025-02-16T13:01:14	Sales	Sales	2148568054	Purchased at store	100.82	7082	0	522	466 Hackensack Ave	HACKENSACK	NJ	2847075	BOUNTY SAS DOUBLE	Bounty Select-A-Size Double Roll Paper Towels, 2-ply, 82 Sheets/Roll, 12 Rolls/Pack (66541/06130)	57053/61305	25.99	1	1	0	Purchased at store	bounty-select-a-size-paper-towels-2-ply-90-sheets-roll-12-rolls-pack-66541-06130/product_2847075	False	True	True
POS.522.20250216.2.94928	2025-02-16T13:01:14	Sales	Sales	2148568054	Purchased at store	100.82	7082	0	522	466 Hackensack Ave	HACKENSACK	NJ	24612191	SOUR PATCH KIDS BU	SOUR PATCH KIDS BU		3.69	1	1	0	Purchased at store		True	False	False
POS.522.20250216.2.94924	2025-02-16T12:34:47	Sales	Sales	2148568054	Purchased at store	0	4000	0	522	466 Hackensack Ave	HACKENSACK	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.522.20250216.2.94923	2025-02-16T12:34:30	Sales	Sales	2148568054	Purchased at store	0	4000	0	522	466 Hackensack Ave	HACKENSACK	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.542.20250208.4.81330	2025-02-08T15:52:13	Sales	Sales	2148568054	Purchased at store	0	4000	0	542	25 W Central Ave	BERGENFIELD	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.542.20250208.4.81329	2025-02-08T15:51:52	Sales	Sales	2148568054	Purchased at store	0	6000	0	542	25 W Central Ave	BERGENFIELD	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.542.20250208.4.81328	2025-02-08T15:51:35	Sales	Sales	2148568054	Purchased at store	0	1500	0	542	25 W Central Ave	BERGENFIELD	NJ	24535465	BATTERIES RECYCLIN	BATTERIES RECYCLIN		0.01	1	1	0	Purchased at store		False	False	True
POS.542.20250208.4.81327	2025-02-08T15:51:08	Sales	Sales	2148568054	Purchased at store	0	1500	0	542	25 W Central Ave	BERGENFIELD	NJ	690307	OTHER TECHNOLOGY R	OTHER TECHNOLOGY R		0.01	1	1	0	Purchased at store		True	False	False
POS.522.20250125.1.2492	2025-01-25T16:41:51	Sales	Sales	2148568054	Purchased at store	0	0	0	522	466 Hackensack Ave	HACKENSACK	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.542.20250107.4.75937	2025-01-07T17:49:13	Sales	Sales	2148568054	Purchased at store	0	1000	0	542	25 W Central Ave	BERGENFIELD	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.542.20250107.4.75936	2025-01-07T17:48:45	Sales	Sales	2148568054	Purchased at store	0	5000	0	542	25 W Central Ave	BERGENFIELD	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.542.20250107.4.75935	2025-01-07T17:48:26	Sales	Sales	2148568054	Purchased at store	0	0	0	542	25 W Central Ave	BERGENFIELD	NJ	24535465	BATTERIES RECYCLIN	BATTERIES RECYCLIN		0.01	1	1	0	Purchased at store		False	False	True
POS.542.20250107.4.75934	2025-01-07T17:47:59	Sales	Sales	2148568054	Purchased at store	0	500	0	542	25 W Central Ave	BERGENFIELD	NJ	690307	OTHER TECHNOLOGY R	OTHER TECHNOLOGY R		0.01	1	1	0	Purchased at store		True	False	False
POS.542.20241231.4.74630	2024-12-31T15:04:32	Sales	Sales	2148568054	Purchased at store	54.37	150	1200	542	25 W Central Ave	BERGENFIELD	NJ	24564427	Dunkin Original Blend Coffee Keurig KCu	Dunkin' Original Blend Coffee Keurig® K-Cup® Pods, Medium Roast, 176/Case (006933)	006933CT	119.99	1	1	0	Purchased at store	dunkin-original-blend-coffee-keurig-k-cup-pods-medium-roast-176-case-006933/product_24564427	False	False	True
POS.522.20241231.2.87502	2024-12-31T12:58:03	Sales	Sales	2148568054	Purchased at store	0	0	0	522	466 Hackensack Ave	HACKENSACK	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.522.20241231.2.87501	2024-12-31T12:57:40	Sales	Sales	2148568054	Purchased at store	0	0	0	522	466 Hackensack Ave	HACKENSACK	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.542.20241229.4.74317	2024-12-29T16:57:16	Sales	Sales	2148568054	Purchased at store	0	1000	0	542	25 W Central Ave	BERGENFIELD	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.542.20241229.4.74316	2024-12-29T16:56:50	Sales	Sales	2148568054	Purchased at store	0	1000	0	542	25 W Central Ave	BERGENFIELD	NJ	725137	INK RECYCLING LIMI	INK RECYCLING LIMI		0.01	10	10	0	Purchased at store		True	False	False
POS.542.20241222.4.73388	2024-12-22T14:40:06	Sales	Sales	2148568054	Purchased at store	54.01	5100	400	542	25 W Central Ave	BERGENFIELD	NJ	2711216	DURACELL 2450 3 VO	Duracell 2450 Lithium Battery (DL2450BPK)	DL2450BPK	6.99	3	3	0	Purchased at store	duracell-2450-lithium-coin-cell-battery/product_2711216	False	True	True
POS.542.20241222.4.73388	2024-12-22T14:40:06	Sales	Sales	2148568054	Purchased at store	54.01	5100	400	542	25 W Central Ave	BERGENFIELD	NJ	2711216	DURACELL 2450 3 VO	Duracell 2450 Lithium Battery (DL2450BPK)	DL2450BPK	6.99	1	1	0	Purchased at store	duracell-2450-lithium-coin-cell-battery/product_2711216	False	True	True
POS.542.20241222.4.73388	2024-12-22T14:40:06	Sales	Sales	2148568054	Purchased at store	54.01	5100	400	542	25 W Central Ave	BERGENFIELD	NJ	24484507	RING QUICK RELEASE	Ring Quick-Release Replacement Battery for Ring Video Doorbell 2 (8AB1S7-0EN0)	5892396	34.99	1	1	0	Purchased at store	ring-quick-release-replacement-battery-for-ring-video-doorbell-2-8ab1s7-0en0/product_24484507	False	False	True
POS.542.20241222.4.73388	2024-12-22T14:40:06	Sales	Sales	2148568054	Purchased at store	54.01	5100	400	542	25 W Central Ave	BERGENFIELD	NJ	62170	Duracell AAA NiMH Battery 4Pack DX2400B	Duracell AAA NiMH Battery, 4/Pack (DX2400B4N001)	DX2400B4N001	13.39	1	1	0	Purchased at store	duracell-aaa-nimh-battery-4-pack-dx2400b4n001/product_62170	False	True	True
POS.542.20241222.4.73388	2024-12-22T14:40:06	Sales	Sales	2148568054	Purchased at store	54.01	5100	400	542	25 W Central Ave	BERGENFIELD	NJ	62171	Duracell AA NiMH Battery rechargeable 4	Duracell AA NiMH Battery, rechargeable, 4/Pack (DX1500B4N001)	DX1500B4N001	13.39	1	1	0	Purchased at store	duracell-aa-nimh-battery-4-pack-dx1500b4n001/product_62171	False	True	True
